Oberstraße 16, Straßenhaus,"Fachwerkhaus mit Niederlass, 17. Jahrhundert, im 19. Jahrhundert teilweise erneuert; Gesamtanlage mit Fachwerkscheune, teilweise massiv"
Brunnenstraße 10, Straßenhaus,"Fachwerkhaus, teilweise massiv, angeblich von 1680"
Brunnenstraße 17, Straßenhaus,"Fachwerkhaus, teilweise massiv und verschiefert, 18. Jahrhundert"
(zu) Unterdorfstraße 5, Straßenhaus,"kleines Fachwerkhaus, verputzt, wohl aus dem 17. oder 18. Jahrhundert"
Jahrsfelder Mühlen 2, Straßenhaus,"Fachwerkhaus, 19. Jahrhundert"
Kirchstraße 13, Straßenhaus,"Streckhof; Fachwerkhaus, teilweise massiv, 18. Jahrhundert, Wirtschaftsteil aus dem 19. Jahrhundert"
Luisenstraße 5, Straßenhaus,Fachwerkhaus
Mittelstraße 5, Straßenhaus,"Fachwerkhaus, 19. Jahrhundert"
"
 Commons", Straßenhaus,"Cultural heritage monuments in Straßenhaus – Sammlung von Bildern, Videos und Audiodateien
"
